source,target,weight
EGFR,TTMP,1.6779609
EGFR,ST13,-1.349823
EGFR,ANKRD53,0.70352787
EGFR,DENND4C,-1.2338744
EGFR,PAN2,-1.6694261
EGFR,ATF2,-1.0891546
EGFR,BRD3,-1.1156518
EGFR,MPHOSPH8,-1.1354831
EGFR,TCOF1,1.5746993
EGFR,GATAD1,-1.0786091
EGFR,ZNF391,-0.8097347
EGFR,POU2AF3,-2.702086
EGFR,METTL7B,3.0964882
EGFR,S100A16,3.9835546
EGFR,SPG11,-1.0513339
EGFR,KANSL1L,-1.2509631
EGFR,ATRN,-1.2646209
EGFR,ARC,2.6604123
EGFR,CLK4,-1.4523832
EGFR,MICAL2,1.7961572
EGFR,B3GNT3,1.0930951
EGFR,PRDX5,-2.0814438
EGFR,SLC35B3,-1.7454647
EGFR,ITGA6,2.3580084
EGFR,TMEM230,-1.3723282
EGFR,SMARCAL1,-1.0530896
EGFR,STX8,-0.8003925
EGFR,GALE,1.1270491
EGFR,SAYSD1,-0.6097149
EGFR,SLC35A5,-1.9980078
EGFR,SEC14L3,0.5331044
EGFR,SURF2,1.299247
EGFR,COA5,-2.2241344
EGFR,SPHK1,3.2604537
EGFR,CLASP1,-1.0802599
EGFR,AFAP1L1,1.7926936
EGFR,MTERF4,-0.9347856
EGFR,GPX8,-3.0968082
EGFR,GNB1L,0.67933494
EGFR,PMPCB,-0.8604949
EGFR,SPRY2,5.3687863
EGFR,RHOV,-2.3134108
EGFR,NALF2,0.8371559
EGFR,JMJD4,0.87113684
EGFR,WFDC8,0.6438858
EGFR,DHX40,-2.0056634
EGFR,NCOA2,-1.2620229
EGFR,ZSCAN26,-1.4156111
EGFR,FXYD3,-2.58818
EGFR,PUM1,-1.2935438
EGFR,ZFYVE1,-3.1370935
EGFR,SLCO4A1,2.595393
EGFR,COX15,-1.0210135
EGFR,MGMT,-1.0629305
EGFR,FJX1,2.5123863
EGFR,VCL,1.214218
EGFR,TBC1D8B,-1.3273629
EGFR,ZKSCAN4,-1.56871
EGFR,SMPDL3A,-1.872215
EGFR,VPS13C,-1.1847006
EGFR,POTEKP,1.0716265
EGFR,FOXO3,-1.8729719
EGFR,KIAA0319L,-1.2676673
EGFR,BDH2,-1.819775
EGFR,OSBPL9,-1.6659831
EGFR,TUBA1B,2.6277614
EGFR,CRBN,-2.1321752
EGFR,EGR2,4.9624043
EGFR,PIGP,-1.5508167
EGFR,ARFGEF1,-1.2762531
EGFR,ZNF227,-1.565252
EGFR,LAMP2,-1.6881043
EGFR,POLR1G,2.173825
EGFR,PHKB,-1.2307673
EGFR,LMBRD1,-1.323044
EGFR,RALBP1,-0.92754716
EGFR,UBE2NL,1.033749
EGFR,SPATA31C2,0.822822
EGFR,YPEL5,-3.2104836
EGFR,PAPSS1,-1.386586
EGFR,SOX14,0.72124606
EGFR,USP30,-2.287186
EGFR,FAM234A,-1.7404264
EGFR,TIA1,-1.4265668
EGFR,SFN,2.0949483
EGFR,MTA3,-1.4396935
EGFR,FMR1,-1.4301159
EGFR,FAM149B1,-1.011695
EGFR,PTRH2,1.6091584
EGFR,FGFR2,-0.6905334
EGFR,HNRNPAB,3.1184945
EGFR,BCL6,-2.3308136
EGFR,NF2,1.0604874
EGFR,FBXO9,-0.9710141
EGFR,ING4,-1.9166287
EGFR,PRRG2,-0.93155456
EGFR,SLC15A2,-1.2267547
EGFR,DUSP7,1.8841735
EGFR,CREBL2,-1.4666865
EGFR,FOXO6,-2.9200032
EGFR,OMA1,-2.7852304
EGFR,CDC40,-1.0982032
EGFR,KEAP1,-1.2326041
EGFR,THSD4,0.992368
EGFR,TAGLN3,1.4153662
EGFR,ZKSCAN1,-1.7752326
EGFR,CENPC,-1.5618949
EGFR,HSDL2,-1.1151073
EGFR,TRMT6,3.3127885
EGFR,BRD9,1.0373856
EGFR,PPOX,-0.84147346
EGFR,RIPOR3,1.5137438
EGFR,TMEM167B,-1.9253879
EGFR,CNBD2,0.671849
EGFR,HBEGF,2.7871773
EGFR,MAPKAPK5-AS1,-1.1164137
EGFR,NOP2,2.232961
EGFR,TMEM242,-0.63533276
EGFR,CTPS1,3.7292323
EGFR,TBL1XR1,-1.2797788
EGFR,SNRPB,1.9304179
EGFR,RB1CC1,-1.888318
EGFR,HIGD2A,-1.1961008
EGFR,BOLA1,-1.1761838
EGFR,GRPEL1,1.9736128
EGFR,SLC29A2,0.7488994
EGFR,AKIRIN1,1.7761327
EGFR,KRT10-AS1,-1.7836443
EGFR,PCYOX1,-2.2707794
EGFR,CLMP,3.0108893
EGFR,GOLGB1,-1.4208674
EGFR,LYPD5,1.2924396
EGFR,CASTOR2,-3.1131918
EGFR,MED20,-0.8641768
EGFR,SCRN3,-0.959907
EGFR,TBC1D17,-1.2668772
EGFR,PPFIBP2,-1.1866063
EGFR,ZNF606,-0.9957728
EGFR,H2AC6,-4.4300795
EGFR,ASB6,1.0125818
EGFR,PTRHD1,-1.7298466
EGFR,DRAM2,-2.0202084
EGFR,MAP7D3,0.8126801
EGFR,METTL14,-1.3938924
EGFR,CMC4,-1.1385441
EGFR,STARD13,-1.4237943
EGFR,DAZAP2,-0.9914713
EGFR,DOCK3,-1.0355579
EGFR,FGF8,0.7451764
EGFR,CREBZF,-0.68966043
EGFR,UFL1,-1.0349771
EGFR,TAB2,-0.98843414
EGFR,ZFP30,-1.1186521
EGFR,EGR1,6.31488
EGFR,ZPR1,1.5363618
EGFR,DNAL4,-1.2837828
EGFR,GNS,-1.324748
EGFR,TMEM263,-2.2925434
EGFR,FXYD4,0.9765019
EGFR,FPGT,-1.9955434
EGFR,IL1RL1,1.4224323
EGFR,EXOC1,-1.6189157
EGFR,MYH3,0.91158617
EGFR,TFAP2D,0.91763914
EGFR,IK,-1.0587496
EGFR,LMX1B,0.6580422
EGFR,CALCOCO2,-0.92486936
EGFR,PPRC1,2.38727
EGFR,USP21,-1.0867686
EGFR,MAPRE1,1.3240148
EGFR,MAFF,4.667312
EGFR,TNKS,-0.7358885
EGFR,SLC25A19,3.008262
EGFR,ANKRD18B,1.2695997
EGFR,ATP8A1,-1.0625165
EGFR,RBM7,-1.1305776
EGFR,FRAT1,-2.1730185
EGFR,PRSS55,0.79895264
EGFR,STOX2,-1.4386348
EGFR,ZYX,2.5138898
EGFR,VTCN1,-3.782959
EGFR,CORO1A,1.8580265
Estrogen,GREB1,17.240173
Estrogen,RET,10.718027
Estrogen,TFF1,14.430255
Estrogen,HEY2,11.482369
Estrogen,RAPGEFL1,10.544896
Estrogen,PGR,8.528142
Estrogen,C5AR2,4.733054
Estrogen,CXCL12,12.477674
Estrogen,TPD52L1,10.085513
Estrogen,NPY1R,10.664506
Estrogen,MYB,9.42778
Estrogen,CALCR,5.3962736
Estrogen,IL17RB,11.418986
Estrogen,SNX24,6.899356
Estrogen,ARL3,3.950948
Estrogen,TGFB3,-5.330268
Estrogen,OLFM1,3.752433
Estrogen,NKAIN1,4.7315454
Estrogen,FKBP4,8.25833
Estrogen,IGFBP4,11.651491
Estrogen,ERBB3,-4.8807406
Estrogen,CTNND2,-3.5546641
Estrogen,SIAH2,9.436761
Estrogen,SLC22A5,7.7382956
Estrogen,NR5A2,5.150062
Estrogen,MSMB,4.549081
Estrogen,ELOVL2,8.690577
Estrogen,COMT,-3.0546858
Estrogen,CELSR2,8.669144
Estrogen,EPS15L1,3.1416445
Estrogen,GLA,8.441858
Estrogen,DSCAM,4.14288
Estrogen,ABCC5,-4.8549876
Estrogen,PRSS23,8.755223
Estrogen,RLN2,6.718523
Estrogen,SLC25A24,3.6654816
Estrogen,DEPTOR,7.4637785
Estrogen,NRIP1,10.020011
Estrogen,PCP4,6.365201
Estrogen,ARMCX6,3.3639023
Estrogen,MISP,-4.3341684
Estrogen,CA12,8.413578
Estrogen,EPB41L5,-3.4345114
Estrogen,MYO1B,-5.474189
Estrogen,SH3BP4,-4.8777423
Estrogen,RNF43,-5.4159875
Estrogen,TASOR2,4.935767
Estrogen,DDX10,4.626958
Estrogen,MED13L,3.8374107
Estrogen,UPK2,-3.3869224
Estrogen,ADORA1,5.0237923
Estrogen,KCNJ3,-2.982071
Estrogen,ASB13,6.9939427
Estrogen,PLPP2,-4.4747605
Estrogen,CEP43,2.4684095
Estrogen,IL1R1,-6.8662496
Estrogen,XBP1,5.7153087
Estrogen,CAP2,5.011547
Estrogen,RHBDF1,-3.6584685
Estrogen,ZNF552,2.8866172
Estrogen,CAB39L,-4.126312
Estrogen,RAB27B,-5.889146
Estrogen,PLAC1,5.067116
Estrogen,RAB9A,-6.007773
Estrogen,HDAC7,-2.037488
Estrogen,ZDHHC7,-4.8309326
Estrogen,SIDT1,-4.2320466
Estrogen,RARA,3.0215802
Estrogen,FAM102A,5.7608385
Estrogen,WWC1,5.587438
Estrogen,ELF5,-3.2164443
Estrogen,CTR9,4.823182
Estrogen,KIAA0513,-3.6231549
Estrogen,SEC14L2,5.239078
Estrogen,MYH14,-2.1365461
Estrogen,MPPED2,3.9150217
Estrogen,RBBP8,6.834003
Estrogen,TLE1,-4.1021724
Estrogen,TMEM135,-3.5032015
Estrogen,FRK,4.9003773
Estrogen,ADCY9,3.247882
Estrogen,EGR3,16.077698
Estrogen,TIAM1,4.4734836
Estrogen,CASP9,-2.4353883
Estrogen,CLDN9,-2.0848145
Estrogen,WFS1,4.2163954
Estrogen,SLC7A5,11.224069
Estrogen,PPIF,10.130802
Estrogen,CLDN4,-3.828217
Estrogen,GATA3,-6.0046873
Estrogen,RCL1,4.2192473
Estrogen,PIK3R3,-5.497496
Estrogen,SLC9A1,-2.5944266
Estrogen,SDK2,1.8770462
Estrogen,TACC1,-3.3748674
Estrogen,ATP2A3,-2.8820257
Estrogen,ESR1,-1.3044524
Estrogen,KCNK5,4.656828
Estrogen,SGCG,-4.1818132
Estrogen,STC2,10.286052
Estrogen,FCMR,4.12435
Estrogen,BMP7,-2.7677553
Estrogen,PPT1,-4.2914352
Estrogen,TFAP2C,5.4274106
Estrogen,ZNF467,-2.6548035
Estrogen,ADCY1,2.3535109
Estrogen,RND3,-9.607491
Estrogen,SH2D4A,-3.0054314
Estrogen,SLC39A6,3.8252232
Estrogen,BCAM,-2.5689206
Estrogen,FOXC1,5.4038877
Estrogen,MYC,11.978482
Estrogen,CHST8,2.5228636
Estrogen,RARG,-2.2847185
Estrogen,OGFOD1,3.547062
Estrogen,SSH3,-2.639252
Estrogen,DGKZ,3.2972264
Estrogen,NCOA3,-3.7475433
Estrogen,PACSIN2,-3.1852174
Estrogen,ECH1,-4.0914865
Estrogen,CBX6,-4.2186556
Estrogen,SCUBE2,3.1519308
Estrogen,VPS37C,-1.7640461
Estrogen,ATP2C2,-2.1415823
Estrogen,E2F6,4.199456
Estrogen,SOX3,1.7358671
Estrogen,EPHB4,-2.429937
Estrogen,BIK,-6.0966964
Estrogen,LITAF,-3.7972107
Estrogen,SHANK2,-1.965006
Estrogen,FBP1,-4.8645587
Estrogen,GALNT6,-3.341172
Estrogen,FAM110B,-3.4583256
Estrogen,SLC26A2,8.196066
Estrogen,FUT9,-1.8276138
Estrogen,TCAF1,-3.1751049
Estrogen,CUEDC1,2.9657862
Estrogen,REEP5,-3.3192697
Estrogen,CRKL,3.0291162
Estrogen,RAI14,5.646606
Estrogen,PIK3R2,-2.0930858
Estrogen,HSPA13,4.9743514
Estrogen,FAM53B,-2.2014732
Estrogen,RPRM,-2.5527778
Estrogen,NRBP1,-2.8633337
Estrogen,CCNG2,-7.9951844
Estrogen,AMFR,3.0174313
Estrogen,FOXA1,-4.371032
Estrogen,AKAP1,3.623704
Estrogen,HEXA,-2.0755892
Estrogen,GALNT10,-3.2984717
Estrogen,WNT4,4.223833
Estrogen,RWDD2A,-3.0762627
Estrogen,THOC5,2.0120413
Estrogen,CEP135,3.1458428
Estrogen,TIPARP,9.540505
Estrogen,TOM1L2,-2.1148946
Estrogen,ZNF669,2.1296751
Estrogen,PRSS8,-3.9679477
Estrogen,CYP26B1,3.3320339
Estrogen,MAMLD1,4.8891454
Estrogen,BLNK,-5.71165
Estrogen,CAPN9,-1.5010569
Estrogen,ITPK1,2.1550841
Estrogen,LRIG1,4.9087577
Estrogen,L1CAM,-3.4257197
Estrogen,CHPT1,3.568202
Estrogen,DNAJC22,-2.8487363
Estrogen,RAP1A,2.1892962
Estrogen,ATP6V0A4,-3.6282692
Estrogen,PTMS,-2.9300299
Estrogen,TMEM30A,-3.088462
Estrogen,SPINT1,-3.5948493
Estrogen,SYTL2,-4.91043
Estrogen,PLEKHF2,-5.2126884
Estrogen,SDC2,4.797327
Estrogen,VPS28,-2.8536954
Estrogen,ACAA2,-2.2277353
Estrogen,CYRIB,-2.1168003
Estrogen,LAMA3,3.7074137
Estrogen,NOTCH3,-2.3203487
Estrogen,TMEM131L,-3.3653853
Estrogen,SLC35C2,-1.6468837
Estrogen,TSPAN9,-1.6220796
Estrogen,NUMA1,-2.2164528
Estrogen,DYNLT3,4.0624013
Estrogen,LGALS8,-3.0368874
Estrogen,BAK1,-3.5865963
Estrogen,SGSM3,-1.8076651
Estrogen,CDH3,-3.8347425
Estrogen,OSTF1,3.0853362
Estrogen,TRIM24,-1.81616
Estrogen,TSKU,4.5038414
Estrogen,ADCY6,-2.5877535
Estrogen,TMPRSS3,3.3252285
Estrogen,AREG,7.8785253
Estrogen,FZD7,7.0091915
Estrogen,PPFIBP2,-2.9940376
Estrogen,PAX9,2.4628117
Estrogen,ACHE,-1.8004793
Estrogen,ZNF710,-1.4212933
Estrogen,ZNF217,-4.5111976
Estrogen,EPN3,-3.2300427
Estrogen,PTGES,5.758184
Estrogen,COPS8,1.8382775
Estrogen,TMEM132A,-2.0142026
Estrogen,SLC4A8,-1.8495811
Estrogen,PPP1R37,-1.2759858
Estrogen,GAB2,3.9914231
Estrogen,RAB25,-2.6394749
Estrogen,FKBP8,-1.8216702
Estrogen,MYOF,4.580146
Estrogen,NT5C2,2.6187024
Estrogen,ABCG1,-3.6569557
Estrogen,SYBU,4.4928007
Estrogen,ACTR1B,-1.9561934
Estrogen,S100A13,-1.755065
Estrogen,BCL2,1.7578849
Estrogen,PDLIM3,2.7682724
Estrogen,LIN7A,-2.6416273
Estrogen,SLC35A1,-3.6456585
Estrogen,AMD1,5.2656646
Estrogen,TRIM62,-1.951183
Estrogen,MYO6,-3.2917974
Estrogen,DCP2,-2.501243
Estrogen,CHRNA5,4.305341
Estrogen,MED23,-2.3239033
Estrogen,S100A14,-2.972964
Estrogen,ARHGAP12,-5.795903
Estrogen,TAOK3,-2.6212811
Estrogen,NAV2,4.2653904
Estrogen,LYPD3,-3.807554
Estrogen,C1orf115,-2.4232001
Estrogen,TACSTD2,-2.6982088
Estrogen,IL17RC,-1.5464429
Estrogen,SELENBP1,-5.8265376
Estrogen,ABHD2,4.5615673
Estrogen,NPY5R,1.7648417
Estrogen,EFEMP1,-3.8457048
Estrogen,RFX5,-3.4010553
Estrogen,SEMA4C,-3.0245352
Estrogen,SLC39A8,3.8003154
Estrogen,ATP8A1,-2.505977
Estrogen,ST3GAL1,-4.283384
Estrogen,RND1,-4.3862543
Estrogen,HDAC11,1.8786955
Estrogen,SLF2,2.0024636
Estrogen,SYCP2,-2.0069327
Estrogen,BCAS1,-5.0173187
Estrogen,P2RX2,-1.122192
Estrogen,ELF1,3.8909376
Estrogen,TUFT1,-5.786691
Estrogen,ZBTB40,1.495885
Estrogen,ARHGEF26,4.1001797
Estrogen,TRAF4,-2.5787556
Estrogen,ARMCX3,3.9499316
Estrogen,ABCA1,-2.9316614
Estrogen,LMBRD1,-2.66033
Estrogen,NBEA,-3.740958
Estrogen,TFCP2L1,3.5638833
Estrogen,MGP,5.944104
Estrogen,ENC1,-5.9307365
Estrogen,NKRF,2.242021
Estrogen,PCGF2,-1.6019653
Estrogen,RGS6,-1.0380641
Estrogen,ADRA2A,2.888202
Estrogen,SLC30A1,4.788562
Estrogen,TFAP2A,-3.3634393
Estrogen,SMPDL3B,1.8457369
Estrogen,PLPPR2,-1.8258029
Estrogen,GRHL2,3.3009758
Estrogen,PKP2,-3.0158436
Estrogen,INPP5J,-1.6828825
Estrogen,EPHB3,-2.0665915
Estrogen,DCAF11,-1.9467832
Estrogen,RAMP3,1.6790239
Estrogen,CSPP1,1.8958478
Estrogen,CRY2,-1.8505793
Estrogen,ZER1,-1.7150365
Estrogen,SGSM2,-2.2488928
Estrogen,TDRD1,1.5742077
Estrogen,PDZRN3,-3.5518584
Estrogen,CA8,2.3124893
Estrogen,MADD,-1.6073585
Estrogen,PCDH1,-1.6985196
Estrogen,CLDN3,-3.2237065
Estrogen,CORO2A,-2.9570878
Estrogen,VAMP8,-3.6490388
Estrogen,CEP85,2.2080183
Estrogen,TFPI,-3.1875687
Estrogen,EPHA7,-2.3951209
Estrogen,TRPC6,2.0074017
Estrogen,CAMK1D,-2.2642817
Estrogen,DSCC1,3.5180957
Estrogen,SIL1,-1.8794409
Estrogen,NXPH3,1.504141
Estrogen,TRIM3,-1.2053612
Estrogen,HDDC2,2.1744695
Estrogen,TEAD3,-2.1933682
Estrogen,TFF2,1.9495251
Estrogen,RBL2,-2.6829016
Estrogen,RABEP2,-1.4924165
Estrogen,HOXC13,-2.5401006
Estrogen,LDOC1,-2.6553066
Estrogen,RAP1GAP,-1.5378329
Estrogen,LINS1,2.002688
Estrogen,LRP10,-3.297026
Estrogen,PRKG1,-1.9166825
Estrogen,CDC42SE1,-2.363371
Estrogen,STK24,1.3536757
Estrogen,KIAA0319L,-2.3228898
Estrogen,ALAD,-2.5538201
Estrogen,KAZN,1.7814412
Estrogen,MARCHF8,-2.5929554
Estrogen,MCCC1,-2.7208827
Estrogen,CNKSR1,-1.9039996
Estrogen,TCERG1,2.3517034
Estrogen,DYRK1B,-1.7948622
Estrogen,WSB2,-3.019095
Estrogen,TMA16,3.6865442
Estrogen,SEPTIN9,2.2476137
Estrogen,TRAF5,-2.47294
Estrogen,NMRK1,2.9903233
Estrogen,ACVR1,-3.4780014
Estrogen,GFRA1,2.3720744
Estrogen,KLK11,2.1281207
Estrogen,MKNK2,-4.3794584
Estrogen,TADA3,-1.3913577
Estrogen,ZFAND3,-1.9579331
Estrogen,ENPP1,-2.169351
Estrogen,KAZALD1,-1.4637964
Estrogen,P2RY2,3.6605558
Estrogen,SPDEF,-2.6044269
Estrogen,ERGIC3,-1.4330068
Estrogen,ARHGAP35,-1.8522981
Estrogen,PAWR,-2.6269732
Estrogen,TRPS1,-3.3170238
Estrogen,PXMP4,-1.8718811
Estrogen,OXR1,2.819923
Estrogen,PTPN13,-2.8495467
Estrogen,PGLS,-1.8502074
Estrogen,DRD1,-2.0344224
Estrogen,PPM1E,1.8365545
Estrogen,TJP2,-2.7521036
Estrogen,AKTIP,-2.5340796
Estrogen,TSC22D4,-1.6737483
Estrogen,IST1,-1.8988907
Estrogen,NUAK1,-4.237885
Estrogen,COL4A5,-2.8351464
Estrogen,WASHC5,-2.3384295
Estrogen,SLC4A10,1.2669706
Estrogen,FHIP2B,-1.2779071
Estrogen,ABCE1,4.205171
Estrogen,ETNK2,3.0399024
Estrogen,LRRFIP2,2.26303
Estrogen,WDR26,-2.2608893
Estrogen,SH3GLB2,-1.7276397
Estrogen,CDCA8,4.6322813
Estrogen,DCAF16,2.4368675
Estrogen,DRAM1,-6.4481406
Estrogen,ACOT8,-1.5455468
Estrogen,CHD9,2.1280658
Estrogen,CDKN2B,-2.626758
Estrogen,FEZ2,-1.398826
Estrogen,UBE2H,-2.6131272
Estrogen,CASP7,4.2194324
Estrogen,DGKE,1.4403512
Estrogen,TNS3,-3.5594053
Estrogen,FZD4,-2.4369051
Estrogen,MAX,1.5836569
Estrogen,IGSF3,-2.617289
Estrogen,DLX2,-2.8178663
Estrogen,NVL,-2.455859
Estrogen,GRAMD2B,-4.011353
Estrogen,TTF2,2.7797625
Estrogen,IQSEC1,-2.312415
Estrogen,CRACDL,-1.3996375
Estrogen,ZNF350,-1.9551742
Estrogen,SSTR2,2.6677368
Estrogen,GRIK3,1.0805395
Estrogen,CD44,3.8725138
Estrogen,VIPR1,-2.4007115
Estrogen,HBS1L,1.4835492
Estrogen,CHSY1,4.637413
Estrogen,ARSD,-1.866298
Estrogen,POLD4,-2.8537295
Estrogen,LRBA,-2.5692484
Estrogen,TSC22D3,-4.0134945
Estrogen,ENSA,-1.9481425
Estrogen,TRAM2,-3.0671291
Estrogen,LARP6,-2.1069863
Estrogen,VEGFB,-2.351406
Estrogen,NEDD4L,-3.1641097
Estrogen,DCAF4,-1.8852365
Estrogen,ABAT,4.28819
Estrogen,SOX13,-1.8133355
Estrogen,HSD11B2,4.298829
Estrogen,RUNDC3B,-2.1864045
Estrogen,PTP4A2,2.5001972
Estrogen,EFNA1,-8.801352
Estrogen,ARHGEF16,-1.2999281
Estrogen,IPPK,2.221067
Estrogen,GNS,-2.522541
Estrogen,ANKMY2,-2.8578966
Estrogen,ZNF107,2.4331954
Estrogen,SLC10A3,2.3637288
Estrogen,THSD4,1.8759481
Estrogen,KHNYN,-2.249829
Estrogen,WDR3,2.833337
Estrogen,MACF1,2.1910236
Estrogen,PSD4,-1.7376691
Estrogen,PEX2,-2.1085155
Estrogen,EPS8L2,-1.9640898
Estrogen,EHD3,-1.5805011
Estrogen,PRMT5,2.8864155
Estrogen,KDM5B,-2.81448
Estrogen,ISYNA1,2.224356
Estrogen,ARHGEF38,-1.2567172
Estrogen,SQSTM1,-3.2385442
Estrogen,FFAR2,-3.0235553
Estrogen,RHOD,2.9386365
Estrogen,ADIPOR2,-2.623326
Estrogen,CXXC4,-1.7798777
Estrogen,RGL2,-2.7194235
Estrogen,LMO7,-2.3339894
Estrogen,IFT20,-2.831258
Estrogen,TRAFD1,-2.8321826
Estrogen,CAPN1,-1.9730623
Estrogen,ARHGAP26,2.4393632
Estrogen,ARL15,-2.5702722
Estrogen,GRM4,-1.2056856
Estrogen,POLR1E,2.4207547
Estrogen,RBM15,1.6732626
Estrogen,RMND5B,-2.0744624
Estrogen,GTF2IRD1,-2.7759068
Estrogen,SERPINB1,-3.0473454
Estrogen,DCTN2,-1.1633232
Estrogen,NOLC1,4.2736564
Estrogen,MEAF6,-1.8499843
Estrogen,ASB8,-2.0914612
Estrogen,IPO5,2.2768435
Estrogen,ZPR1,2.8179348
Estrogen,REEP1,3.2595193
Estrogen,RARS2,1.0582476
Estrogen,TRIL,-1.9500563
Estrogen,DHX34,1.2006699
Estrogen,UBA1,-1.487978
Estrogen,NAB2,3.0424623
Estrogen,NT5DC3,2.571859
Estrogen,CAB39,-3.2038598
Estrogen,TSPAN1,-2.3913794
Estrogen,BLVRB,3.3999748
Estrogen,CEACAM6,-3.4651778
Estrogen,CDV3,2.6479642
Estrogen,BCL2L1,-2.822947
Estrogen,NCOA2,-2.134661
Estrogen,PARD6B,2.1384032
Estrogen,MPC1,1.916549
Estrogen,TGIF1,-3.3793533
Estrogen,DIO1,2.5924702
Estrogen,CDC6,6.8330274
Estrogen,INPP4A,-1.6800265
Estrogen,ATP6V1H,-1.4148854
Estrogen,PAICS,3.2177792
Estrogen,CEP97,1.9246296
Estrogen,MOCS2,2.2734227
Estrogen,SCYL3,-2.642244
Estrogen,GATAD1,-1.9751335
Estrogen,ATP2A2,2.1775918
Estrogen,UBXN1,-1.4545734
Estrogen,SEC61A2,1.2539465
Estrogen,ARL4A,-3.7732882
Estrogen,WASL,-1.7316805
Estrogen,CELSR1,1.2138551
Estrogen,CSNK1A1,-1.5657698
Estrogen,MAP6D1,1.6643579
Estrogen,SSR3,3.1047459
Estrogen,ERBB4,-1.589023
Estrogen,EXOSC2,2.6294942
Estrogen,NOC3L,3.9215121
Estrogen,UNC5C,-1.2988158
Estrogen,CDYL,-1.8477354
Estrogen,CDC14A,1.3741884
Estrogen,BTG2,-5.5047307
Estrogen,RNF14,2.143771
Estrogen,GPRC5C,-1.7465912
Estrogen,ERLIN1,2.436195
Estrogen,TNPO1,1.942859
Estrogen,ENTREP1,2.2963216
Estrogen,B4GALNT1,1.5354881
Estrogen,ARHGEF10L,1.5964384
Estrogen,DNAJC2,2.0727837
Estrogen,BAG6,-1.4705595
Estrogen,LAMB2,-2.933946
Estrogen,CERS2,-1.9405818
Estrogen,TMEM80,-1.7878205
Estrogen,WDR83OS,-1.7962343
Estrogen,BSDC1,-1.5682864
Estrogen,CLEC2D,-2.2436512
Estrogen,SEMA3G,2.8785312
Hypoxia,FAM162A,8.335551
Hypoxia,NDRG1,22.08712
Hypoxia,ENO2,14.32694
Hypoxia,PDK1,13.120449
Hypoxia,ANKRD37,8.484976
Hypoxia,BNIP3L,14.120302
Hypoxia,ANKZF1,7.358163
Hypoxia,KDM3A,10.850753
Hypoxia,INSIG2,13.562194
Hypoxia,FUT11,11.170582
Hypoxia,EGLN1,9.59445
Hypoxia,GBE1,9.711499
Hypoxia,PFKFB4,8.94027
Hypoxia,PGK1,9.993992
Hypoxia,HILPDA,16.707123
Hypoxia,PLOD2,13.600144
Hypoxia,RLF,7.0702853
Hypoxia,ALDOC,13.161524
Hypoxia,ERO1A,9.698198
Hypoxia,ALDOA,7.654678
Hypoxia,BNIP3,19.417974
Hypoxia,GPI,8.549581
Hypoxia,PLOD1,6.6102247
Hypoxia,SLC2A1,8.679154
Hypoxia,KDM4B,3.6502094
Hypoxia,ZNF395,8.060934
Hypoxia,P4HA1,11.0676565
Hypoxia,PPFIA4,10.837615
Hypoxia,EGLN3,11.655728
Hypoxia,VLDLR,10.266335
Hypoxia,VEGFA,10.612899
Hypoxia,EFNA3,4.21174
Hypoxia,PFKFB3,14.547192
Hypoxia,MXI1,10.860922
Hypoxia,WDR45B,4.504362
Hypoxia,WSB1,7.0242243
Hypoxia,LDHA,7.6534505
Hypoxia,AK4,9.693024
Hypoxia,NCKIPSD,2.3369825
Hypoxia,PGM1,7.8858347
Hypoxia,SLC25A36,5.329044
Hypoxia,YEATS2,5.3531275
Hypoxia,ANGPTL4,12.640691
Hypoxia,TMEM45A,17.8768
Hypoxia,NGLY1,3.5046086
Hypoxia,VKORC1,5.4194336
Hypoxia,SEC61G,4.7411127
Hypoxia,ENO1,6.103863
Hypoxia,C8orf58,3.1078715
Hypoxia,C4orf47,6.053301
Hypoxia,MAPK7,2.6319046
Hypoxia,PDK3,4.3997507
Hypoxia,CA9,13.961068
Hypoxia,ZNF292,6.023938
Hypoxia,GAPDH,5.0465527
Hypoxia,PFKP,9.233201
Hypoxia,NRN1,6.7275167
Hypoxia,SPAG4,10.213072
Hypoxia,RIOK3,3.7303014
Hypoxia,P4HA2,6.2803435
Hypoxia,C4orf3,7.4379187
Hypoxia,ZNF160,2.7139242
Hypoxia,WDR54,5.695502
Hypoxia,MPI,3.5021653
Hypoxia,CLK3,3.5640137
Hypoxia,PFKL,3.5446165
Hypoxia,ADM,17.825697
Hypoxia,NOL3,3.9380295
Hypoxia,DARS1,3.670816
Hypoxia,PKM,4.7451797
Hypoxia,PGAM1,6.378265
Hypoxia,RAB20,4.2562604
Hypoxia,SAP30,2.905751
Hypoxia,LOX,7.461208
Hypoxia,RBPJ,3.8514566
Hypoxia,CRKL,2.5547342
Hypoxia,NARF,4.095149
Hypoxia,FBXO42,2.2572289
Hypoxia,RORA,4.508772
Hypoxia,GYS1,4.9228635
Hypoxia,RNF24,3.853059
Hypoxia,ZNF654,4.288062
Hypoxia,PRSS53,1.9745063
Hypoxia,FAM13A,5.0941796
Hypoxia,POP4,-2.3144126
Hypoxia,ZMPSTE24,-4.39234
Hypoxia,PPP2R5B,3.4825833
Hypoxia,PAM,6.2642965
Hypoxia,ZBTB25,3.4190588
Hypoxia,TMX2,-3.697944
Hypoxia,FLAD1,-3.2942166
Hypoxia,CCNG2,7.3258405
Hypoxia,QRSL1,-2.245298
Hypoxia,LOXL2,4.608768
