source,target,weight,confidence
ETS1,SMAD3,0.5,B
ETS1,SMAD4,1.0,A
SMAD4,ETS1,0.5,B
ETS1,SMAD7,0.5,B
ETS1,SMG6,0.5,B
ETS1,SMOX,0.5,B
ETS1,SNRPB,0.3333333333333333,C
ETS1,SOCS1,1.0,A
ETS1,SOGA1,0.5,B
SP1,ETS1,0.5,B
SP100,ETS1,-1.0,A
ETS1,SPG11,0.3333333333333333,C
SPI1,ETS1,0.5,B
ETS1,SPRED2,0.5,B
ETS1,SPRY2,1.0,A
ETS1,SPTAN1,0.5,B
ETS1,SPTBN1,0.5,B
ETS1,SPTLC2,0.5,B
ETS1,SPTY2D1,0.3333333333333333,C
ETS1,SQSTM1,0.5,B
ETS1,SRBD1,0.3333333333333333,C
ETS1,SREBF1,0.5,B
ETS1,SSBP3,0.5,B
ETS1,SSBP4,0.5,B
ETS1,ST3GAL1,0.5,B
ETS1,ST3GAL2,0.5,B
ETS1,STAT3,0.5,B
ETS1,STK10,0.5,B
ETS1,STK40,0.5,B
ETS1,STMN3,0.3333333333333333,C
ETS1,SUB1,0.3333333333333333,C
ETS1,SULT1A1,0.3333333333333333,C
ETS1,SUPT4H1,0.3333333333333333,C
ETS1,SURF1,1.0,A
ETS1,SVIL,0.5,B
ETS1,SYNJ2,0.5,B
ETS1,SZRD1,0.3333333333333333,C
ETS1,TACC1,0.5,B
ETS1,TACC2,0.3333333333333333,C
ETS1,TAF12,1.0,A
ETS1,TAF13,0.3333333333333333,C
ETS1,TAF15,0.3333333333333333,C
ETS1,TAF1C,0.3333333333333333,C
ETS1,TAF5,0.3333333333333333,C
TAL1,ETS1,0.5,B
ETS1,TASP1,0.3333333333333333,C
ETS1,WWTR1,0.3333333333333333,C
ETS1,TBC1D14,0.5,B
ETS1,TBCC,0.3333333333333333,C
ETS1,TBXA2R,1.0,A
ETS1,TBXAS1,-1.0,A
ETS1,TCEAL1,1.0,A
ETS1,TCF4,0.5,B
ETS1,TCF7,0.3333333333333333,C
ETS1,TDP1,0.3333333333333333,C
ETS1,TECPR1,0.3333333333333333,C
ETS1,TENT2,0.3333333333333333,C
ETS1,TERF2,0.3333333333333333,C
ETS1,TERT,-1.0,A
ETS1,TEX22,0.3333333333333333,C
TFAP2A,ETS1,1.0,A
ETS1,TFAP2A,1.0,A
ETS1,TFAP4,0.5,B
ETS1,TFCP2,0.3333333333333333,C
ETS1,TFG,0.3333333333333333,C
ETS1,TFRC,1.0,A
ETS1,TGFBR2,1.0,A
ETS1,TGIF1,0.5,B
ETS1,TGIF2,0.5,B
ETS1,THBS1,1.0,A
ETS1,THOC5,0.3333333333333333,C
ETS1,THOC6,0.5,B
ETS1,TIGD4,0.3333333333333333,C
ETS1,TIGD7,0.3333333333333333,C
ETS1,TIMP1,-1.0,A
ETS1,TK2,0.5,B
ETS1,TLE3,0.5,B
ETS1,TLN1,0.5,B
ETS1,TMBIM6,0.3333333333333333,C
ETS1,TMEM167A,0.3333333333333333,C
ETS1,TMEM184B,0.5,B
ETS1,TMEM203,0.3333333333333333,C
ETS1,TMEM41B,0.3333333333333333,C
ETS1,TMEM91,0.5,B
ETS1,TMIGD2,0.3333333333333333,C
ETS1,TMSB4X,0.5,B
ETS1,TNC,1.0,A
ETS1,TNF,1.0,A
ETS1,TNFRSF10A,1.0,A
ETS1,TNFRSF10B,1.0,A
ETS1,TNFRSF1A,0.5,B
ETS1,TNFRSF8,1.0,A
ETS1,TNFSF14,1.0,A
ETS1,TNIP1,0.3333333333333333,C
ETS1,TNK2,0.5,B
ETS1,TNRC18,0.5,B
ETS1,TNRC6A,0.3333333333333333,C
ETS1,TNS1,0.5,B
ETS1,TOM1,1.0,A
ETS1,TOMM20,0.3333333333333333,C
ETS1,TOMM40,0.3333333333333333,C
ETS1,TOR1A,0.3333333333333333,C
ETS1,TP53,1.0,A
ETS1,TPM4,0.5,B
ETS1,TPR,0.5,B
ETS1,TRA,1.0,A
ETS1,TRAM2,0.5,B
ETS1,TRAPPC1,0.3333333333333333,C
ETS1,TRAPPC10,0.3333333333333333,C
ETS1,TRAPPC6B,0.3333333333333333,C
ETS1,TRAPPC9,0.5,B
ETS1,TRB,-1.0,A
ETS1,TRIB1,0.5,B
ETS1,TRIM35,0.3333333333333333,C
ETS1,TRIM41,0.5,B
ETS1,TRIM46,0.3333333333333333,C
ETS1,TRIM8,0.5,B
ETS1,TRIP11,0.3333333333333333,C
ETS1,TRIP13,0.3333333333333333,C
ETS1,TRMT1,0.3333333333333333,C
ETS1,TRMT11,0.3333333333333333,C
ETS1,TRMT13,0.3333333333333333,C
ETS1,TRPC4AP,0.3333333333333333,C
ETS1,TRRAP,0.5,B
ETS1,TSC2,0.3333333333333333,C
ETS1,TSNAXIP1,0.3333333333333333,C
ETS1,TSPAN14,0.5,B
ETS1,TSPAN18,0.5,B
ETS1,TSPAN31,0.3333333333333333,C
ETS1,TSPAN4,0.5,B
ETS1,TSSC4,0.3333333333333333,C
ETS1,TTC16,0.3333333333333333,C
ETS1,TTC7A,0.5,B
ETS1,TTPAL,0.3333333333333333,C
ETS1,TTYH3,1.0,A
ETS1,TUBA1C,0.5,B
ETS1,TUBB4B,0.5,B
ETS1,TUT7,0.3333333333333333,C
ETS1,TXNRD1,0.5,B
ETS1,TXNRD2,0.5,B
ETS1,UBA5,0.3333333333333333,C
ETS1,UBA52,0.3333333333333333,C
ETS1,UBAC1,0.5,B
ETS1,UBAP2L,0.5,B
ETS1,UBC,0.5,B
ETS1,UBE2D3,0.5,B
ETS1,UBE2F,0.3333333333333333,C
ETS1,UBE2I,0.3333333333333333,C
ETS1,UBE2M,0.3333333333333333,C
ETS1,UBE4A,0.3333333333333333,C
ETS1,UBLCP1,0.3333333333333333,C
ETS1,UBR4,0.5,B
ETS1,UBXN2B,0.3333333333333333,C
ETS1,UPF2,0.3333333333333333,C
ETS1,USP30,0.3333333333333333,C
ETS1,USP39,0.5,B
ETS1,USPL1,0.3333333333333333,C
ETS1,UTRN,0.5,B
ETS1,VAMP3,0.3333333333333333,C
ETS1,VANGL1,0.3333333333333333,C
ETS1,VASP,0.5,B
ETS1,VAV2,0.3333333333333333,C
ETS1,VEGFA,1.0,A
ETS1,VGLL4,0.5,B
ETS1,VMA21,0.3333333333333333,C
ETS1,VPS53,0.3333333333333333,C
ETS1,VRK3,0.5,B
ETS1,VWA8,0.3333333333333333,C
ETS1,VWF,1.0,A
ETS1,WARS1,0.3333333333333333,C
ETS1,WAS,1.0,A
ETS1,WDR1,0.5,B
ETS1,WDR26,0.3333333333333333,C
ETS1,WDR35,0.3333333333333333,C
ETS1,WDR37,0.5,B
ETS1,WDR54,0.3333333333333333,C
ETS1,WDR5B,0.3333333333333333,C
ETS1,WDR81,0.3333333333333333,C
ETS1,WNK1,0.5,B
ETS1,WRAP53,0.5,B
ETS1,WT1,1.0,A
WT1,ETS1,1.0,A
ETS1,XPO6,0.3333333333333333,C
ETS1,XRCC5,0.3333333333333333,C
ETS1,XRRA1,0.3333333333333333,C
ETS1,XXYLT1,0.5,B
ETS1,YIPF2,0.3333333333333333,C
ETS1,YWHAB,0.3333333333333333,C
ETS1,YY1,0.5,B
ETS1,ZBTB11,0.3333333333333333,C
ETS1,ZBTB38,0.5,B
ETS1,ZBTB7A,0.3333333333333333,C
ETS1,ZBTB7B,0.5,B
ETS1,ZDHHC13,0.3333333333333333,C
ETS1,ZDHHC17,0.3333333333333333,C
ETS1,ZDHHC5,0.3333333333333333,C
ETS1,ZFP3,0.3333333333333333,C
ETS1,ZFP36,0.5,B
ETS1,ZFP36L1,0.5,B
ETS1,ZFP36L2,0.5,B
ETS1,ZFP41,0.3333333333333333,C
ETS1,ZFYVE16,0.3333333333333333,C
ETS1,ZMAT3,0.3333333333333333,C
ETS1,ZMIZ1,0.5,B
ETS1,ZMYND8,0.5,B
ETS1,ZNF131,0.5,B
ETS1,ZNF143,0.3333333333333333,C
ETS1,ZNF165,0.3333333333333333,C
ETS1,ZNF175,1.0,A
ETS1,ZNF184,0.3333333333333333,C
ETS1,ZNF195,0.3333333333333333,C
ETS1,ZNF213,0.5,B
ETS1,ZNF222,0.3333333333333333,C
ETS1,ZNF225,0.3333333333333333,C
ETS1,ZNF227,0.3333333333333333,C
ETS1,ZNF230,0.3333333333333333,C
ETS1,ZNF263,0.5,B
ETS1,ZNF274,0.3333333333333333,C
ETS1,ZNF276,0.3333333333333333,C
ETS1,ZNF286A,0.3333333333333333,C
ETS1,ZNF333,0.3333333333333333,C
ETS1,ZNF397,0.3333333333333333,C
ETS1,ZNF423,0.5,B
ETS1,ZNF461,0.3333333333333333,C
ETS1,ZNF506,0.3333333333333333,C
ETS1,ZNF557,0.3333333333333333,C
ETS1,ZNF558,0.3333333333333333,C
ETS1,ZNF585B,0.3333333333333333,C
ETS1,ZNF653,0.3333333333333333,C
ETS1,ZNF75D,0.3333333333333333,C
ETS1,ZNF780A,0.3333333333333333,C
ETS1,ZNF780B,0.3333333333333333,C
ETS1,ZNF79,0.3333333333333333,C
ETS1,ZNF81,0.3333333333333333,C
ETS1,ZNF837,0.3333333333333333,C
ETS1,ZNF846,0.3333333333333333,C
ETS1,ZNF852,0.3333333333333333,C
ETS1,ZNF875,0.3333333333333333,C
ETS1,ZNHIT2,0.3333333333333333,C
ETS2,ANGPT2,1.0,A
ETS2,ANPEP,1.0,A
ETS2,BRCA1,1.0,A
ETS2,CD163,1.0,A
ETS2,CDK1,1.0,A
ETS2,CDKN2A,1.0,A
ETS2,CGA,1.0,A
ETS2,CHRNE,1.0,A
ETS2,CSF2,1.0,A
ETS2,CSF3R,1.0,A
ETS2,ERG,1.0,A
ETS2,FLI1,1.0,A
ETS2,FLT1,0.5,B
FOS,ETS2,0.3333333333333333,C
ETS2,FOS,1.0,A
ETS2,FOSL1,1.0,A
ETS2,ICAM1,1.0,A
ETS2,IL12B,1.0,A
ETS2,IL5,1.0,A
ETS2,JAK3,1.0,A
JUN,ETS2,1.0,A
ETS2,MDM2,1.0,A
ETS2,MMP3,1.0,A
ETS2,MMP9,1.0,A
ETS2,MSR1,1.0,A
MYC,ETS2,1.0,A
ETS2,MYC,1.0,A
ETS2,PDE7A,1.0,A
ETS2,PSEN1,1.0,A
ETS2,PTHLH,1.0,A
ETS2,TERT,1.0,A
ETS2,TP53,1.0,A
ETS2,VWF,1.0,A
ETV1,ADAMTSL3,0.3333333333333333,C
ETV1,ANKRD44,0.3333333333333333,C
ETV1,BIRC6,0.3333333333333333,C
ETV1,CDK18,0.3333333333333333,C
ETV1,CGGBP1,0.3333333333333333,C
ETV1,COQ8A,0.3333333333333333,C
ETV1,CTTN,0.3333333333333333,C
ETV1,DUSP6,0.3333333333333333,C
ETV1,ERCC1,0.3333333333333333,C
ETV1,FMR1,0.3333333333333333,C
ETV1,IQGAP2,0.3333333333333333,C
ETV1,ISG20L2,0.3333333333333333,C
ETV1,JMJD6,0.3333333333333333,C
ETV1,KCNN3,0.3333333333333333,C
ETV1,KDM5A,0.3333333333333333,C
ETV1,LIMCH1,0.3333333333333333,C
ETV1,MATN2,0.3333333333333333,C
ETV1,MZF1,0.3333333333333333,C
ETV1,NAV1,0.3333333333333333,C
ETV1,NFIA,0.3333333333333333,C
ETV1,NSMCE1,0.3333333333333333,C
ETV1,PDE9A,0.3333333333333333,C
ETV1,RAP1GAP,0.3333333333333333,C
ETV1,SEC14L1,0.3333333333333333,C
ETV1,TANK,0.3333333333333333,C
ETV1,TCF4,0.3333333333333333,C
ETV1,TNIK,0.3333333333333333,C
ETV1,UTRN,0.3333333333333333,C
ETV1,WDR37,0.3333333333333333,C
ETV3,NFKB1,-1.0,A
ETV4,AGTR1,1.0,A
ETV4,AP3D1,0.3333333333333333,C
ETV4,ARHGAP45,0.3333333333333333,C
ETV4,ARHGEF10L,0.3333333333333333,C
ETV4,BCAR3,0.3333333333333333,C
ETV4,BDKRB1,1.0,A
ETV4,CDK17,0.3333333333333333,C
ETV4,CTDSP1,0.3333333333333333,C
ETV4,ECE1,0.3333333333333333,C
ETV4,EPHA2,0.3333333333333333,C
ETV4,ERBB2,-1.0,A
ETV4,FN1,0.3333333333333333,C
ETV4,GJB2,0.3333333333333333,C
ETV4,GSDMD,0.3333333333333333,C
ETV4,GSE1,0.3333333333333333,C
ETV4,H6PD,0.3333333333333333,C
ETV4,HPCAL1,0.3333333333333333,C
ETV4,KIFC3,0.3333333333333333,C
ETV4,MARK2,0.3333333333333333,C
ETV4,MGAT5B,0.3333333333333333,C
ETV4,MIDN,0.3333333333333333,C
ETV4,MMP2,1.0,A
ETV4,MMP7,1.0,A
ETV4,MUC4,1.0,A
ETV4,MYADM,0.3333333333333333,C
ETV4,MYH9,0.3333333333333333,C
ETV4,PACSIN2,0.3333333333333333,C
ETV4,PCSK6,0.5,B
ETV4,PIK3R1,0.3333333333333333,C
ETV4,PLAUR,1.0,A
ETV4,PLCXD1,0.3333333333333333,C
ETV4,PNKD,0.3333333333333333,C
ETV4,PRKCH,0.3333333333333333,C
ETV4,PTGS2,1.0,A
ETV4,PTPA,0.3333333333333333,C
ETV4,RAB17,0.3333333333333333,C
ETV4,RARA,0.3333333333333333,C
ETV4,RIPOR1,0.3333333333333333,C
ETV4,RTKN,0.3333333333333333,C
ETV4,SDC2,0.3333333333333333,C
ETV4,SHC1,0.3333333333333333,C
ETV4,SHMT2,0.5,B
ETV4,SORBS1,0.3333333333333333,C
ETV4,SPRED2,0.3333333333333333,C
ETV4,SUB1,0.3333333333333333,C
ETV4,SYN2,1.0,A
ETV4,TGFBR2,1.0,A
ETV4,TIMP2,1.0,A
ETV4,TLE3,0.3333333333333333,C
ETV4,TNF,1.0,A
ETV4,TNS2,0.3333333333333333,C
ETV4,TNS3,0.3333333333333333,C
ETV4,TRIB3,0.3333333333333333,C
ETV4,TTLL4,0.3333333333333333,C
ETV4,TUBA1C,0.3333333333333333,C
ETV4,VEGFA,0.5,B
ETV4,VEZF1,0.3333333333333333,C
ETV4,VIM,1.0,A
ETV4,WT1,1.0,A
ETV6,CAP1,0.3333333333333333,C
ETV6,HIVEP2,0.3333333333333333,C
ETV6,PCYT1A,0.3333333333333333,C
ETV6,PDE4B,0.3333333333333333,C
ETV6,RUNX1,0.3333333333333333,C
RUNX1,ETV6,0.5,B
ETV6,SEPTIN9,0.3333333333333333,C
ETV6,USP32,0.3333333333333333,C
FLI1,ADAMTS7,0.3333333333333333,C
FLI1,ADCY7,0.3333333333333333,C
FLI1,ARHGAP25,0.3333333333333333,C
FLI1,ARHGEF3,0.3333333333333333,C
FLI1,ARRB1,0.3333333333333333,C
FLI1,ASAP1,0.3333333333333333,C
FLI1,ATP8B4,0.3333333333333333,C
FLI1,BCL11A,0.3333333333333333,C
FLI1,CBFA2T3,0.3333333333333333,C
FLI1,CCDC88C,0.3333333333333333,C
FLI1,CCK,0.3333333333333333,C
FLI1,CCND3,0.5,B
FLI1,CMIP,0.3333333333333333,C
FLI1,CMTM7,0.3333333333333333,C
FLI1,CPNE2,0.3333333333333333,C
FLI1,CRYBG1,0.3333333333333333,C
FLI1,CYTH3,0.3333333333333333,C
FLI1,CYTH4,0.3333333333333333,C
FLI1,DENND3,0.3333333333333333,C
FLI1,DNM2,0.3333333333333333,C
FLI1,DPYSL2,0.3333333333333333,C
FLI1,DYSF,0.3333333333333333,C
FLI1,ELF4,0.3333333333333333,C
FLI1,ELK3,0.3333333333333333,C
FLI1,ELMO1,0.3333333333333333,C
FLI1,EPAS1,0.3333333333333333,C
FLI1,ERG,1.0,A
FLI1,EYA3,1.0,A
FLI1,FAM78A,0.3333333333333333,C
FLI1,FMNL3,0.3333333333333333,C
FLI1,FOS,1.0,A
FLI1,FOXK1,0.3333333333333333,C
FLI1,FOXK2,0.3333333333333333,C
GATA1,FLI1,0.3333333333333333,C
FLI1,GATA1,1.0,A
FLI1,GDPD5,0.3333333333333333,C
FLI1,GP6,1.0,A
FLI1,GP9,1.0,A
FLI1,GPR132,0.3333333333333333,C
FLI1,HDAC5,0.3333333333333333,C
FLI1,HDAC7,0.3333333333333333,C
FLI1,HIP1,0.3333333333333333,C
FLI1,HMOX1,1.0,A
FLI1,ID2,1.0,A
FLI1,IGF1R,0.3333333333333333,C
FLI1,IGFBP3,-1.0,A
FLI1,IKZF1,0.3333333333333333,C
FLI1,INPP5D,0.3333333333333333,C
FLI1,ITGA2B,1.0,A
FLI1,ITPKB,0.3333333333333333,C
FLI1,LMO2,0.3333333333333333,C
FLI1,LRRK1,0.3333333333333333,C
FLI1,LYN,0.3333333333333333,C
FLI1,MAGEF1,0.3333333333333333,C
FLI1,MAN1C1,0.3333333333333333,C
FLI1,MCF2L,0.3333333333333333,C
FLI1,MCTP1,0.3333333333333333,C
FLI1,MGLL,0.3333333333333333,C
FLI1,MPL,1.0,A
FLI1,MYH9,0.3333333333333333,C
FLI1,MYO7A,0.3333333333333333,C
FLI1,NFATC2,0.3333333333333333,C
FLI1,NLRC5,0.3333333333333333,C
FLI1,NOL4L,0.3333333333333333,C
FLI1,NTMT1,0.3333333333333333,C
FLI1,NTNG2,0.3333333333333333,C
FLI1,PDE9A,0.3333333333333333,C
FLI1,PDIA5,0.3333333333333333,C
FLI1,PIK3C2B,0.3333333333333333,C
FLI1,PIK3CD,0.3333333333333333,C
FLI1,PIK3R5,0.3333333333333333,C
FLI1,PIP4K2A,0.3333333333333333,C
FLI1,PLCG2,0.3333333333333333,C
FLI1,PLXND1,0.3333333333333333,C
FLI1,PPM1F,0.3333333333333333,C
FLI1,PPP1R9B,0.3333333333333333,C
FLI1,PREX1,0.3333333333333333,C
FLI1,PRKCH,0.3333333333333333,C
FLI1,PRR5L,0.3333333333333333,C
FLI1,PSTPIP1,0.3333333333333333,C
FLI1,PTK2B,0.3333333333333333,C
FLI1,PTPRE,0.3333333333333333,C
FLI1,RASA3,0.3333333333333333,C
FLI1,RGS10,0.3333333333333333,C
FLI1,RGS12,0.3333333333333333,C
FLI1,RIN3,0.3333333333333333,C
FLI1,RIPOR1,0.3333333333333333,C
FLI1,SEC14L1,0.3333333333333333,C
FLI1,SH2B3,0.3333333333333333,C
FLI1,SLCO3A1,0.3333333333333333,C
FLI1,ST6GAL1,0.3333333333333333,C
FLI1,STIM2,0.3333333333333333,C
FLI1,STK10,0.3333333333333333,C
FLI1,SUSD1,0.3333333333333333,C
TAL1,FLI1,0.5,B
FLI1,TBC1D2B,0.3333333333333333,C
FLI1,TERT,1.0,A
FLI1,TESC,0.3333333333333333,C
FLI1,TGFBR2,1.0,A
FLI1,TMC6,0.3333333333333333,C
FLI1,TPRG1,0.3333333333333333,C
FLI1,TSPAN14,0.3333333333333333,C
FLI1,UBTF,0.3333333333333333,C
FLI1,VAV1,0.3333333333333333,C
FLI1,VMP1,0.3333333333333333,C
FLI1,VPS13D,0.3333333333333333,C
FLI1,WIPF1,0.3333333333333333,C
FLI1,ZEB2,0.3333333333333333,C
FLI1,ZNF217,0.3333333333333333,C
FOS,ABCA13,0.5,B
FOS,ABCC11,0.3333333333333333,C
FOS,ABHD2,0.3333333333333333,C
FOS,ABLIM1,0.5,B
FOS,ABLIM3,0.5,B
FOS,ABR,0.5,B
FOS,ABT1,0.3333333333333333,C
FOS,ABTB2,0.5,B
FOS,ACACA,0.3333333333333333,C
FOS,ACAP3,0.3333333333333333,C
FOS,ACP5,1.0,A
FOS,ACRBP,0.3333333333333333,C
FOS,ACSL3,0.5,B
FOS,ACTA1,1.0,A
FOS,ACVR1,0.5,B
FOS,ADAT1,0.3333333333333333,C
FOS,ADCY7,0.3333333333333333,C
FOS,ADGRE2,0.3333333333333333,C
FOS,ADGRE3,0.3333333333333333,C
FOS,ADGRF1,0.5,B
FOS,ADGRF2,0.3333333333333333,C
FOS,ADGRG1,0.3333333333333333,C
FOS,ADGRG6,0.5,B
FOS,ADGRV1,0.5,B
FOS,AFF1,0.5,B
FOS,AFG3L2,0.3333333333333333,C
FOS,AGAP1,0.5,B
FOS,AGO1,0.3333333333333333,C
FOS,AGRN,0.3333333333333333,C
FOS,AHNAK,0.5,B
FOS,AIPL1,0.3333333333333333,C
FOS,AK8,0.3333333333333333,C
FOS,AKAP1,0.3333333333333333,C
FOS,AKAP13,0.3333333333333333,C
FOS,AKAP6,0.5,B
FOS,ALDH1A2,0.5,B
FOS,ALDH1L1,0.3333333333333333,C
FOS,ALK,0.3333333333333333,C
FOS,ALOX12,0.3333333333333333,C
FOS,AMPD3,0.5,B
FOS,ANGPT1,0.5,B
FOS,ANK1,0.5,B
FOS,ANK2,0.3333333333333333,C
FOS,ANK3,0.5,B
FOS,ANKRD17,0.3333333333333333,C
FOS,ANKRD28,0.3333333333333333,C
FOS,ANKS1A,0.3333333333333333,C
FOS,ANKS1B,0.5,B
FOS,ANO6,0.5,B
FOS,ANTXR2,0.5,B
FOS,ANXA1,0.5,B
FOS,ANXA2,0.5,B
FOS,ANXA3,0.5,B
FOS,AOAH,0.5,B
FOS,APLF,0.3333333333333333,C
FOS,ARF4,0.3333333333333333,C
FOS,ARFGEF1,0.3333333333333333,C
FOS,ARHGAP18,0.5,B
FOS,ARHGAP24,0.5,B
FOS,ARHGAP26,0.5,B
FOS,ARHGAP42,0.5,B
FOS,ARHGEF10,0.3333333333333333,C
FOS,ARHGEF19,0.3333333333333333,C
FOS,ARHGEF3,0.5,B
FOS,ARID1B,0.5,B
FOS,ARID5B,0.5,B
FOS,ARIH2,0.3333333333333333,C
FOS,ARSD,0.3333333333333333,C
FOS,ASAP1,0.5,B
FOS,ASB2,0.3333333333333333,C
FOS,ATP5PB,0.3333333333333333,C
FOS,ATP6AP1L,0.5,B
FOS,ATP6V0A1,0.3333333333333333,C
FOS,ATP8B1,0.5,B
FOS,ATP8B4,0.5,B
FOS,ATXN1,0.5,B
FOS,AXL,0.3333333333333333,C
FOS,B3GALNT2,0.3333333333333333,C
FOS,B4GALT5,0.5,B
FOS,BACH1,0.3333333333333333,C
FOS,BACH2,0.5,B
FOS,BANF2,0.3333333333333333,C
FOS,BATF3,1.0,A
FOS,BBC3,0.3333333333333333,C
FOS,BBX,0.5,B
FOS,BCAR3,0.5,B
FOS,BCKDHA,0.3333333333333333,C
FOS,BCL2L1,1.0,A
FOS,BCL2L11,1.0,A
FOS,BFSP1,0.3333333333333333,C
FOS,BHLHE40,0.5,B
FOS,BICRA,0.3333333333333333,C
FOS,BMERB1,0.3333333333333333,C
FOS,BMPR1B,0.5,B
FOS,BPIFC,0.3333333333333333,C
FOS,BRD2,0.3333333333333333,C
FOS,PHAF1,0.3333333333333333,C
FOS,C2,0.3333333333333333,C
FOS,C20orf27,0.3333333333333333,C
FOS,C7orf50,0.3333333333333333,C
FOS,CA13,0.3333333333333333,C
FOS,CACNA1A,0.5,B
FOS,CACNA1I,0.3333333333333333,C
FOS,CACUL1,0.3333333333333333,C
FOS,CADM4,0.3333333333333333,C
FOS,CALD1,0.3333333333333333,C
FOS,CALHM3,0.3333333333333333,C
FOS,CALM1,0.3333333333333333,C
FOS,CAMK2D,0.5,B
FOS,CAMKK2,0.3333333333333333,C
FOS,CAPN2,0.5,B
FOS,CARD8,0.3333333333333333,C
FOS,CAST,0.5,B
FOS,CBLB,0.5,B
FOS,CCDC32,0.3333333333333333,C
FOS,CCDC66,0.3333333333333333,C
FOS,CCDC70,0.3333333333333333,C
FOS,CCDC82,0.3333333333333333,C
FOS,CCDC91,0.5,B
FOS,CCL2,1.0,A
FOS,CCL5,1.0,A
FOS,CCND1,-1.0,A
FOS,CCNY,0.5,B
FOS,CCR3,0.3333333333333333,C
FOS,CCRL2,0.3333333333333333,C
FOS,CD34,0.3333333333333333,C
FOS,CD40LG,1.0,A
FOS,CD44,0.5,B
FOS,CD59,0.3333333333333333,C
FOS,CD69,1.0,A
FOS,CD7,0.3333333333333333,C
FOS,CDC14B,0.3333333333333333,C
FOS,CDCA2,0.3333333333333333,C
FOS,CDH1,1.0,A
FOS,CDH11,0.3333333333333333,C
FOS,CDH18,0.5,B
FOS,CDK4,1.0,A
FOS,CDK5RAP2,0.5,B
FOS,CDK6,0.5,B
FOS,CDKN1A,1.0,A
FOS,CDYL,0.5,B
FOS,CELF1,0.3333333333333333,C
FOS,CELF6,0.3333333333333333,C
FOS,CEMIP2,0.5,B
FOS,CENPM,0.3333333333333333,C
FOS,CEP112,0.5,B
FOS,CES2,0.3333333333333333,C
FOS,CFB,0.3333333333333333,C
FOS,CFP,0.3333333333333333,C
FOS,CHCHD2,0.3333333333333333,C
FOS,CHD9,0.5,B
FOS,CHN2,0.5,B
FOS,CHRNA6,0.3333333333333333,C
FOS,CIDEC,0.3333333333333333,C
FOS,CLEC16A,0.5,B
FOS,CLIC2,0.3333333333333333,C
FOS,CLIP2,0.5,B
FOS,CLIP4,0.3333333333333333,C
FOS,CLN6,0.3333333333333333,C
FOS,CLU,-1.0,A
FOS,CLVS1,0.5,B
FOS,CNIH3,0.5,B
FOS,CNOT10,0.3333333333333333,C
FOS,CNTRL,0.3333333333333333,C
FOS,COL14A1,0.5,B
FOS,COL21A1,0.5,B
FOS,COL25A1,0.5,B
FOS,COL6A1,0.3333333333333333,C
FOS,COL7A1,0.3333333333333333,C
FOS,COTL1,0.3333333333333333,C
FOS,PTGS2,1.0,A
FOS,CP,0.3333333333333333,C
FOS,CRADD,0.5,B
FOS,CREB5,0.5,B
FOS,CRIM1,0.5,B
FOS,CRTAP,0.3333333333333333,C
FOS,CRYBG1,0.5,B
FOS,CSF2,1.0,A
FOS,CSGALNACT1,0.5,B
FOS,CSTA,1.0,A
FOS,CTNNA1,0.5,B
FOS,CTSB,0.3333333333333333,C
FOS,CTSL,1.0,A
FOS,CUBN,0.5,B
FOS,CUX1,0.5,B
FOS,CXCL14,0.3333333333333333,C
FOS,CXCL8,1.0,A
FOS,CXCR5,0.3333333333333333,C
FOS,CYFIP1,0.3333333333333333,C
FOS,CYP19A1,0.3333333333333333,C
FOS,CYRIB,0.5,B
FOS,CYTH4,0.5,B
FOS,DAAM1,0.5,B
FOS,DCLRE1C,0.3333333333333333,C
FOS,DDI2,0.3333333333333333,C
FOS,DDIT3,1.0,A
FOS,DDX60L,0.5,B
FOS,DEGS2,0.3333333333333333,C
FOS,DENND2B,0.5,B
FOS,DENND5B,0.3333333333333333,C
FOS,DHCR24,0.3333333333333333,C
FOS,DHX34,0.3333333333333333,C
FOS,DHX57,0.3333333333333333,C
FOS,DIP2C,0.3333333333333333,C
FOS,DISC1,0.3333333333333333,C
FOS,DIXDC1,0.3333333333333333,C
FOS,DLC1,0.3333333333333333,C
FOS,DLEU1,0.5,B
FOS,DMD,0.5,B
FOS,DNAH2,0.3333333333333333,C
FOS,DNAH8,0.3333333333333333,C
FOS,DNAJC5B,0.5,B
FOS,DOCK2,0.5,B
FOS,DOCK4,0.5,B
FOS,DOCK5,0.5,B
FOS,DPF3,0.5,B
FOS,DST,0.5,B
FOS,DTNA,0.5,B
FOS,DTNB,0.5,B
FOS,DUSP10,0.5,B
FOS,DYRK1A,0.5,B
FOS,ECE1,0.5,B
FOS,ECH1,0.3333333333333333,C
FOS,ECM2,0.3333333333333333,C
FOS,EFCAB14,0.3333333333333333,C
FOS,EFCAB5,0.3333333333333333,C
FOS,EFCAB6,0.3333333333333333,C
FOS,EFHB,0.3333333333333333,C
FOS,EFHC1,0.5,B
FOS,EGFR,0.5,B
FOS,EGLN3,0.5,B
FOS,EIF3D,0.3333333333333333,C
FOS,EIF3E,0.3333333333333333,C
FOS,EIF3J,0.3333333333333333,C
FOS,EIF5,0.3333333333333333,C
FOS,ELAPOR1,0.3333333333333333,C
FOS,ELMO2,0.3333333333333333,C
FOS,ELOVL5,0.3333333333333333,C
FOS,EML2,0.3333333333333333,C
FOS,ENAH,0.5,B
FOS,ENGASE,0.3333333333333333,C
